date,year,month,sum,mean,pixels,region,type
2021-09-01,2021,9,1262.0700011253357,0.4024457911751708,3136,Manali (Himachal),Raw
2021-10-01,2021,10,1779.9899920523167,0.5675988495064785,3136,Manali (Himachal),Raw
2021-11-01,2021,11,1651.9299995601177,0.5267633927168742,3136,Manali (Himachal),Raw
2021-12-01,2021,12,2021.4699911475182,0.6446014002383668,3136,Manali (Himachal),Raw
2022-01-01,2022,1,1830.6999937444925,0.5837691306583204,3136,Manali (Himachal),Raw
2022-02-01,2022,2,2019.4299921542406,0.6439508903553063,3136,Manali (Himachal),Raw
2022-03-01,2022,3,1919.3599950671196,0.6120408147535458,3136,Manali (Himachal),Raw
2022-04-01,2022,4,1818.5199920237064,0.5798852015381717,3136,Manali (Himachal),Raw
2022-05-01,2022,5,1799.0099932849407,0.5736639009199428,3136,Manali (Himachal),Raw
2022-06-01,2022,6,1739.6899934709072,0.5547480846527127,3136,Manali (Himachal),Raw
2022-07-01,2022,7,1305.8899952024221,0.445240366587938,2933,Manali (Himachal),Raw
2022-08-01,2022,8,1248.3300036638975,0.39806441443364077,3136,Manali (Himachal),Raw
2022-09-01,2022,9,1808.9999895393848,0.576849486460263,3136,Manali (Himachal),Raw
2022-10-01,2022,10,1829.8199947476387,0.5834885187333032,3136,Manali (Himachal),Raw
2022-11-01,2022,11,1852.659991145134,0.5907716808498514,3136,Manali (Himachal),Raw
2022-12-01,2022,12,1784.999999269843,0.569196428338598,3136,Manali (Himachal),Raw
2023-01-01,2023,1,2203.3399915993214,0.7025956605865183,3136,Manali (Himachal),Raw
2023-02-01,2023,2,1993.2799927294254,0.6356122425795362,3136,Manali (Himachal),Raw
2023-03-01,2023,3,2022.779993608594,0.6483269210283955,3120,Manali (Himachal),Raw
2023-04-01,2023,4,2056.4299914501607,0.6567965478920986,3131,Manali (Himachal),Raw
2023-05-01,2023,5,2395.0199985206127,0.764449409039455,3133,Manali (Himachal),Raw
2023-06-01,2023,6,2076.5099916160107,0.6621524207959217,3136,Manali (Himachal),Raw
2023-07-01,2023,7,1747.1099941506982,0.563220501015699,3102,Manali (Himachal),Raw
2023-08-01,2023,8,1562.2199953645468,0.4981568862769601,3136,Manali (Himachal),Raw
2023-09-01,2023,9,1773.4499929845333,0.565513390620068,3136,Manali (Himachal),Raw
2023-10-01,2023,10,2183.379994928837,0.6968975406731046,3133,Manali (Himachal),Raw
2023-11-01,2023,11,2343.999995663762,0.7488817877520006,3130,Manali (Himachal),Raw
2023-12-01,2023,12,2030.8499943315983,0.6475924726822698,3136,Manali (Himachal),Raw
2024-01-01,2024,1,1776.9900008141994,0.5690009608755041,3123,Manali (Himachal),Raw
2024-02-01,2024,2,2389.0299922525883,0.7618080332438101,3136,Manali (Himachal),Raw
2024-03-01,2024,3,2224.5799904987216,0.7095948933010277,3135,Manali (Himachal),Raw
2024-04-01,2024,4,2301.099995702505,0.745899512383308,3085,Manali (Himachal),Raw
2024-05-01,2024,5,1809.5699969604611,0.5879044824432947,3078,Manali (Himachal),Raw
2024-06-01,2024,6,2209.849994916469,0.7126249580511025,3101,Manali (Himachal),Raw
2024-07-01,2024,7,1549.4899962097406,0.5640662527155954,2747,Manali (Himachal),Raw
2024-08-01,2024,8,1792.849993571639,0.5718819756209375,3135,Manali (Himachal),Raw
2024-09-01,2024,9,1716.8899957239628,0.5474776772078963,3136,Manali (Himachal),Raw
2024-10-01,2024,10,2140.769989475608,0.685485107100739,3123,Manali (Himachal),Raw
2024-11-01,2024,11,2068.009994626045,0.6653828811538112,3108,Manali (Himachal),Raw
2024-12-01,2024,12,2380.199994727969,0.7589923452576433,3136,Manali (Himachal),Raw
2025-01-01,2025,1,2241.55999147892,0.7296744763928776,3072,Manali (Himachal),Raw
2025-02-01,2025,2,2312.5599911659956,0.7402560791184365,3124,Manali (Himachal),Raw
2025-03-01,2025,3,2200.6699933111668,0.7048910933091501,3122,Manali (Himachal),Raw
2025-04-01,2025,4,2157.249990582466,0.6903199969863891,3125,Manali (Himachal),Raw
2025-05-01,2025,5,2003.5499921739101,0.6431942189964398,3115,Manali (Himachal),Raw
2025-06-01,2025,6,1927.6699960883707,0.6190333963032661,3114,Manali (Himachal),Raw
2025-07-01,2025,7,972.1899986099452,0.4371357907418818,2224,Manali (Himachal),Raw
2025-08-01,2025,8,1190.659999942407,0.4240242165037062,2808,Manali (Himachal),Raw
2025-09-01,2025,9,2031.389993339777,0.6477646662435513,3136,Manali (Himachal),Raw
2025-10-01,2025,10,2156.279992491007,0.6875892833198364,3136,Manali (Himachal),Raw
2025-11-01,2025,11,1789.699999757111,0.5852517984817237,3058,Manali (Himachal),Raw
2025-12-01,2025,12,1652.4600010383874,0.5524774326440614,2991,Manali (Himachal),Raw
2026-01-01,2026,1,2432.4799940884113,0.7764059987514879,3133,Manali (Himachal),Raw
2014-01-01,2014,1,1698.2178726047277,1.7745223329203006,957,Ayodhya (UP),Raw
2014-02-01,2014,2,4257.310153320432,4.448599951223022,957,Ayodhya (UP),Raw
2014-03-01,2014,3,4177.2640389204025,4.364957198453921,957,Ayodhya (UP),Raw
2014-04-01,2014,4,3423.8553254902363,3.5776962648800796,957,Ayodhya (UP),Raw
2014-05-01,2014,5,2719.102721452713,2.8412776608701287,957,Ayodhya (UP),Raw
2014-06-01,2014,6,2169.420090124011,2.2668966458976083,957,Ayodhya (UP),Raw
2014-07-01,2014,7,2655.154721841216,2.780266724441064,955,Ayodhya (UP),Raw
2014-08-01,2014,8,2212.95280405879,2.3123853751920485,957,Ayodhya (UP),Raw
2014-09-01,2014,9,2839.7246492505074,2.967319382706904,957,Ayodhya (UP),Raw
2014-10-01,2014,10,5837.890117734671,6.100198660119823,957,Ayodhya (UP),Raw
2014-11-01,2014,11,3294.372073866718,3.519628284045639,936,Ayodhya (UP),Raw
2014-12-01,2014,12,3403.8607006147504,3.556803239931819,957,Ayodhya (UP),Raw
2015-01-01,2015,1,3042.8360405787826,3.1795569912004,957,Ayodhya (UP),Raw
2015-02-01,2015,2,3894.3355928957462,4.069316189023768,957,Ayodhya (UP),Raw
2015-03-01,2015,3,4214.322641223669,4.403680920818881,957,Ayodhya (UP),Raw
2015-04-01,2015,4,3077.0393862724304,3.215297164339008,957,Ayodhya (UP),Raw
